CustomerID|CustomerName|Address1|Address2|City|State|PostalCode
"Hillside Family of Agencies|Ted Ruff|Hillside - Jewett Parkway|70 Jewett Pkwy"|Hillside - Jewett Parkway|70 Jewett Pkwy|||NY|14214
"Hillside Family of Agencies|Ted Ruff|Hillside - Rapa Building|727 E Main St"|Hillside - Rapa Building|727 E Main St|||NY|14605
"Hillside Family of Agencies|Ted Ruff|Halpern Day Treatment|695 Bay Rd"|Halpern Day Treatment|695 Bay Rd|||NY|14580
"Hillside Family of Agencies|Ted Ruff|Crestwood Children's Center|2075 Scottsville Rd"|Crestwood Children's Center|2075 Scottsville Rd|||NY|14623
"Hillside Family of Agencies|Ted Ruff|Hillside FOA Commissary|410 Atlantic Ave"|Hillside FOA Commissary|410 Atlantic Ave|||NY|14609
"Hillside Family of Agencies|Ted Ruff|Hillside - Snell Farm|7320 Snell Hill Rd"|Hillside - Snell Farm|7320 Snell Hill Rd|||NY|14810
"Hillside Family of Agencies|Ted Ruff|Hillside Group Homes|1183 Monroe Ave"|Hillside Group Homes|1183 Monroe Ave|||NY|14620
"Hillside Family of Agencies|Ted Ruff|Hillside - Varick Campus|4887 Rte 96A"|Hillside - Varick Campus|4887 Rte 96A|||NY|14541
"Hillside Family of Agencies|Ted Ruff|Hillside Children's Center|255 East Ave"|Hillside Children's Center|255 East Ave|||NY|14604
"Hillside Family of Agencies|Ted Ruff|Hillside - Finger Lakes Campus|7432 County House Rd"|Hillside - Finger Lakes Campus|7432 County House Rd|||NY|13021
"Hillside Family of Agencies|Ted Ruff|Hillside - Lake Road Group Home|1255 Lake Rd"|Hillside - Lake Road Group Home|1255 Lake Rd|||NY|14580
"Hillside Family of Agencies|Ted Ruff|Suburban Adult Services Inc - SASI - South Main|8730 South Main Street"|Suburban Adult Services Inc - SASI - South Main|8730 South Main Street|||NY|14057
"Hillside Family of Agencies|Ted Ruff|Hillside Mustard Street Café|1 Mustard St"|Hillside Mustard Street Café|1 Mustard St|||NY|14609
"Hillside Family of Agencies|Ted Ruff|Hillside - Wyoming Team-Western Regional office|96 W Buffalo St"|Hillside - Wyoming Team-Western Regional office|96 W Buffalo St|||NY|14569
"Hillside Family of Agencies|Ted Ruff|Hillside - Keuka Business Park|1 Keuka Business Park Ste 208"|Hillside - Keuka Business Park|1 Keuka Business Park Ste 208|||NY|14527
"Hillside Family of Agencies|Ted Ruff|Hillside-Metro Park|100 Metro Park"|Hillside-Metro Park|100 Metro Park|||NY|14623
"Hillside Family of Agencies|Ted Ruff|Hillside - Hopewell JJS Group Home|3093 County Complex Dr"|Hillside - Hopewell JJS Group Home|3093 County Complex Dr|||NY|14424
"Hillside Family of Agencies|Ted Ruff|Hillside Laburnam Group Home|226 Laburnam Crescent"|Hillside Laburnam Group Home|226 Laburnam Crescent|||NY|14620
"Hillside Family of Agencies|Ted Ruff|Hillside - Macedon Group Home|1001 Farmington Rd"|Hillside - Macedon Group Home|1001 Farmington Rd|||NY|14502
"Hillside Family of Agencies|Ted Ruff|Hillside - Abbott Road Ira|4550 Abbott Rd"|Hillside - Abbott Road Ira|4550 Abbott Rd|||NY|14127
"Hillside Family of Agencies|Ted Ruff|Hillside - Chestnut Ridge|5116 Chestnut Ridge Rd"|Hillside - Chestnut Ridge|5116 Chestnut Ridge Rd|||NY|14127
"Hillside Family of Agencies|Ted Ruff|Hillside - Wilmer Street|25 Wilmer St"|Hillside - Wilmer Street|25 Wilmer St|||NY|14607
"Hillside Family of Agencies|Ted Ruff|Hillside - Jamestown|310 W 3rd St"|Hillside - Jamestown|310 W 3rd St|||NY|14701
"Hillside Family of Agencies|Ted Ruff|Hillside - Southern Tier Team|36 Water St"|Hillside - Southern Tier Team|36 Water St|||NY|14727
"Hillside Family of Agencies|Ted Ruff|Hillside- Steuben Team-Bath office|24 LIberty St"|Hillside- Steuben Team-Bath office|24 LIberty St|||NY|14810
"Hillside Family of Agencies|Ted Ruff|Hillside Family of Agencies|1183 Monroe Ave"|Hillside Family of Agencies|1183 Monroe Ave|||NY|14620
"Hillside Family of Agencies|Ted Ruff|Hillside - Genesee- Orleans Team|50 Batavia Center Rd"|Hillside - Genesee- Orleans Team|50 Batavia Center Rd|||NY|14020
"Hilton East Residential Home|Lisa Witt|Hilton East Residential Home|231 East Ave"|Hilton East Residential Home|231 East Ave|||NY|14468
"Hilton East Residential Home|Lisa Witt|Angels in Your Home|1495 Lake Ave"|Angels in Your Home|1495 Lake Ave|||NY|14615
"Home Care Association of New York State|Lisa Witt|Home Care Association of New York State|388 Broadway
Floor 4"|Home Care Association of New York State|"388 Broadway
Floor 4"|||NY|12207-2940
"Home of the Good Shepherd at Saratoga Springs Memory Care|Lisa Witt|Home of the Good Shepherd at Moreau - Bluebird Road|198 Bluebird Rd"|Home of the Good Shepherd at Moreau - Bluebird Road|198 Bluebird Rd|||NY|12803
"Home of the Good Shepherd at Saratoga Springs Memory Care|Lisa Witt|Home of the Good Shepherd at Saratoga Springs Memory Care|400 Church Street"|Home of the Good Shepherd at Saratoga Springs Memory Care|400 Church Street|||NY|12866
"Home of the Good Shepherd at Saratoga Springs Memory Care|Lisa Witt|Home of the Good Shepherd at Wilton|60 Waller Rd"|Home of the Good Shepherd at Wilton|60 Waller Rd|||NY|12831
"Home of the Good Shepherd at Saratoga Springs Memory Care|Lisa Witt|Home of the Good Shepherd at Highpointe|26 Rock Rose Wy"|Home of the Good Shepherd at Highpointe|26 Rock Rose Wy|||NY|12020
"Home of the Good Shepherd at Saratoga Springs Memory Care|Lisa Witt|Home of the Good Shepherd at Saratoga Springs|390 Church St"|Home of the Good Shepherd at Saratoga Springs|390 Church St|||NY|12866
"Hope Clinic for Women|Ted Ruff|Hope Clinic for Women|1602 21st Street"|Hope Clinic for Women|1602 21st Street|||IL|62040
"Horizon Health Services - Corp office|Lisa Witt|Horizon Health Services - Corp office|3020 Bailey Ave - 2nd Floor"|Horizon Health Services - Corp office|3020 Bailey Ave - 2nd Floor|||NY|14215
"Horizon Health Services - Corp office|Lisa Witt|Horizon Village|6301 Inducon Dr E"|Horizon Village|6301 Inducon Dr E|||NY|14132
"Hospice & Palliative Care Group Inc - The|Ted Ruff|Palliative Home Care of Niagara|2186 Liberty Dr"|Palliative Home Care of Niagara|2186 Liberty Dr|||NY|14304
"Hospice & Palliative Care Group Inc - The|Ted Ruff|Hospice & Palliative Care Group Inc - The|4675 Sunset Dr"|Hospice & Palliative Care Group Inc - The|4675 Sunset Dr|||NY|14094
"Hospice & Palliative Care Group Inc - The|Ted Ruff|Niagara Hospice Inc|4675 Sunset Dr"|Niagara Hospice Inc|4675 Sunset Dr|||NY|14094
"Hospice Chautauqua County|Ted Ruff|Hospice Chautauqua County|20 W Fairmount Ave"|Hospice Chautauqua County|20 W Fairmount Ave|||NY|14750
"Hospice of New York|Lisa Witt|Hospice of New York|45-18 Court Square - Ste 500"|Hospice of New York|45-18 Court Square - Ste 500|||NY|11101
"Hospice of the North Country|Lisa Witt|Hospice of the North Country|358 Tom Miller Road"|Hospice of the North Country|358 Tom Miller Road|||NY|12901
"Housing Opportunities Made Equal|Lisa Witt|Housing Opportunities Made Equal|1542 Main St"|Housing Opportunities Made Equal|1542 Main St|||NY|14209
"HSMF Women's Care|Lisa Witt|HSMF Women's Care|1991 Marcus Ave
M-101"|HSMF Women's Care|"1991 Marcus Ave
M-101"|||NY|11042
"Hultquist Place|Ted Ruff|Hultquist Place|715 Falconer St"|Hultquist Place|715 Falconer St|||NY|14701
"Huson Physical Therapy|Ted Ruff|Huson Physical Therapy|675 Washington St"|Huson Physical Therapy|675 Washington St|||NY|14456
"Hyde Park Nursing|Lisa Witt|Hyde Park Nursing|4975 Route 9 (Albany Post Road)"|Hyde Park Nursing|4975 Route 9 (Albany Post Road)|||NY|12580
"Innovation Senior Management|Shaina Pineiro|Innovation Senior Management|1688 Meridian Avenue, Suite 700"|Innovation Senior Management|1688 Meridian Avenue, Suite 700|||FL|33139
"Innovation Senior Management|Shaina Pineiro|Palm  Terrace Assisted Living|5121 Serena Drive"|Palm  Terrace Assisted Living|5121 Serena Drive|||FL|33617
"Innovation Senior Management|Shaina Pineiro|Bethesda at Turkey Creek|2800 Fordham Road Northeast"|Bethesda at Turkey Creek|2800 Fordham Road Northeast|||FL|32905
"Innovation Senior Management|Shaina Pineiro|Heritage House Assisted Living|1810 South Belcher Road"|Heritage House Assisted Living|1810 South Belcher Road|||FL|33764
"Innovation Senior Management|Shaina Pineiro|Prospect Towers of Clearwater|801 Chestnut St"|Prospect Towers of Clearwater|801 Chestnut St|||FL|33756-5626
"Innovation Senior Management|Shaina Pineiro|God’s VIP Senior Haven, LLC|4681 SW 66th Avenue"|God’s VIP Senior Haven, LLC|4681 SW 66th Avenue|||FL|33314
"Innovation Senior Management|Shaina Pineiro|VIP Care Pavilion|"|VIP Care Pavilion||||FL|33068-2404
"Ira Davenport Memorial Hospital|Tony DelVecchio|Ira Davenport Memorial Hospital|7571 State Rte 54"|Ira Davenport Memorial Hospital|7571 State Rte 54|||NY|14810
"Iroquois Nursing Home|Lisa Witt|Iroquois Nursing Home|4600 Southwood Heights Dr"|Iroquois Nursing Home|4600 Southwood Heights Dr|||NY|13078
"Ivy Dermatology Group|Lisa Witt|Ivy Dermatology Group|3475 Torrance Boulevard #E"|Ivy Dermatology Group|3475 Torrance Boulevard #E|||CA|90503
"Jericho Road Community Health Center|Ted Ruff|Jericho Road Community Health Center|1021 Broadway"|Jericho Road Community Health Center|1021 Broadway|||NY|14212
"Jericho Road Community Health Center|Ted Ruff|Jericho Road Ministries|184 Barton St"|Jericho Road Ministries|184 Barton St|||NY|14213
"Jericho Road Community Health Center|Ted Ruff|Jericho Road Community Health Center|184 Barton St"|Jericho Road Community Health Center|184 Barton St|||NY|14213
"Jericho Road Community Health Center|Ted Ruff|Jericho Priscilla Project|223 West Ferry Street"|Jericho Priscilla Project|223 West Ferry Street|||NY|14213
"Jericho Road Community Health Center|Ted Ruff|Vive La Casa|50 Wyoming Ave"|Vive La Casa|50 Wyoming Ave|||NY|14215
"Jericho Road Community Health Center|Ted Ruff|Jericho Dropin Center|248 W Ferry Street"|Jericho Dropin Center|248 W Ferry Street|||NY|14213
"Jericho Road Community Health Center|Ted Ruff|Jericho Road Community Health|60 Hertel Ave"|Jericho Road Community Health|60 Hertel Ave|||NY|14207
"Jersey Shore Ophthamology Retina Consultants LLC|Lisa Witt|Jersey Shore Ophthamology Retina Consultants LLC|241 Monmouth Road
Suite 102"|Jersey Shore Ophthamology Retina Consultants LLC|"241 Monmouth Road
Suite 102"|||NJ|07764
"Jewish Community Center-JCC|Lisa Witt|Jewish Community Center-JCC|500 Clubhouse Rd"|Jewish Community Center-JCC|500 Clubhouse Rd|||NY|13850
"Jewish Senior Life|Ted Ruff|JCC of Greater Rochester|1200 Edgewood Ave"|JCC of Greater Rochester|1200 Edgewood Ave|||NY|14618
"Jewish Senior Life|Ted Ruff|Jewish Senior Life|2021 S Winton Rd"|Jewish Senior Life|2021 S Winton Rd|||NY|14618
"Jewish Senior Life|Ted Ruff|Jewish Community Federation of Greater Rochester|441 East Ave"|Jewish Community Federation of Greater Rochester|441 East Ave|||NY|14607
"Jewish Senior Life|Ted Ruff|Jewish Home of Rochester|2021 S Winton Rd"|Jewish Home of Rochester|2021 S Winton Rd|||NY|14618
"Jewish Senior Life|Ted Ruff|Summit at Brighton - The|2000 Summit Circle Drive"|Summit at Brighton - The|2000 Summit Circle Drive|||NY|14618
"Jones Memorial Hospital|Tony DelVecchio|Kmart Corp|121 Bolivar Road"|Kmart Corp|121 Bolivar Road|||NY|14895
"Jones Memorial Hospital|Tony DelVecchio|Jones Memorial Hospital|191 N Main Street"|Jones Memorial Hospital|191 N Main Street|||NY|14895
"JVP Enterprises|Shaina Pineiro|Jacksonville Christian Care|182 Village Drive"|Jacksonville Christian Care|182 Village Drive|||NC|28546
"JVP Enterprises|Shaina Pineiro|Heritage Care of Richlands|148 Cox Avenue"|Heritage Care of Richlands|148 Cox Avenue|||NC|28574
"JVP Enterprises|Shaina Pineiro|Heritage of Rocky Mount|1650 Cokey Road"|Heritage of Rocky Mount|1650 Cokey Road|||NC|27801
"JVP Enterprises|Shaina Pineiro|Heritage Care of Conover|3430 Lester Street"|Heritage Care of Conover|3430 Lester Street|||NC|28613
"JVP Enterprises|Shaina Pineiro|The Heritage of Cedar Rock|191 Crestview Drive"|The Heritage of Cedar Rock|191 Crestview Drive|||NC|27028
"JVP Enterprises|Shaina Pineiro|The Heritage of Sugar Mountain|264 Sugar Mountain Road"|The Heritage of Sugar Mountain|264 Sugar Mountain Road|||NC|28657
"JVP Enterprises|Shaina Pineiro|JVP Enterprises|8006 Linville Road"|JVP Enterprises|8006 Linville Road|||NC|27310
"JVP Enterprises|Shaina Pineiro|Fremont Rest Center|300 South Vance Street"|Fremont Rest Center|300 South Vance Street|||NC|27830
"Kaleida Health|Tony DelVecchio|Buffalo General Hospital|100 High St"|Buffalo General Hospital|100 High St|||NY|14203
"Kaleida Health|Tony DelVecchio|Kaleida Health|726 Exchange Street"|Kaleida Health|726 Exchange Street|||NY|14210
"Kedplasma LLC|Shaina Pineiro|Kedplasma LLC|2 Ravinia Drive Northeast, Ste 1700"|Kedplasma LLC|2 Ravinia Drive Northeast, Ste 1700|||GA|30346
"Kedplasma LLC|Shaina Pineiro|KED Plasma Atlanta-Tucker|5995 Lawrenceville Hwy"|KED Plasma Atlanta-Tucker|5995 Lawrenceville Hwy|||GA|30084
"Kedplasma LLC|Shaina Pineiro|KED Plasma Atlanta-College Park|6445 Old National Hwy"|KED Plasma Atlanta-College Park|6445 Old National Hwy|||GA|30349
"Kendal at Ithaca|Lisa Witt|Kendal at Ithaca|2230 North Triphammer Road"|Kendal at Ithaca|2230 North Triphammer Road|||NY|14850
"Ken Ton Meals on Wheels|Ted Ruff|Ken Ton Meals on Wheels|169 Sheridan Parkside Dr"|Ken Ton Meals on Wheels|169 Sheridan Parkside Dr|||NY|14150
"Kenwell Gardens LLC|Ted Ruff|Kenwell Gardens LLC|3456 Delaware Ave"|Kenwell Gardens LLC|3456 Delaware Ave|||NY|14217
"Keystone Medical LLC|John Coyle|Keystone Medical LLC|7275 Park Drive"|Keystone Medical LLC|7275 Park Drive|||PA|18014
"Kirkhaven|Ted Ruff|Kirkhaven|254 Alexander St"|Kirkhaven|254 Alexander St|||NY|14607
"Lakeside Audiology and Hearing Solutions|Ted Ruff|Lakeside Audiology and Hearing Solutions|229 Parrish Street
Ste. 250"|Lakeside Audiology and Hearing Solutions|"229 Parrish Street
Ste. 250"|||NY|14424
"Landis Homes Retirement Community|John Coyle|Landis Homes Retirement Community|1001 East Oregon Road"|Landis Homes Retirement Community|1001 East Oregon Road|||PA|17543
"Lasting Impressions Medical Aesthetics|John Coyle|Lasting Impressions Medical Aesthetics|25/15 Fair Lawn Avenue, Lower Level R"|Lasting Impressions Medical Aesthetics|25/15 Fair Lawn Avenue, Lower Level R|||NJ|07410
"Lawrenceville Nursing & Rehab|John Coyle|Lawrenceville Nursing & Rehab|112 Franklin Corner Rd"|Lawrenceville Nursing & Rehab|112 Franklin Corner Rd|||NJ|08648
"Legacy Retirement Communities|Julie Prokop|Legacy Retirement Communities|5600 Pioneers Boulevard"|Legacy Retirement Communities|5600 Pioneers Boulevard|||NE|68506
"Legacy Retirement Communities|Julie Prokop|Legacy Estates|7200 Van Dorn Street"|Legacy Estates|7200 Van Dorn Street|||NE|68506
"Legacy Retirement Communities|Julie Prokop|Legacy Arbors|North 58th Street"|Legacy Arbors|North 58th Street|||NE|
"Legacy Retirement Communities|Julie Prokop|Legacy Terrace|5700 Fremont Street"|Legacy Terrace|5700 Fremont Street|||NE|68507
"Legends at Whitney Town Center- The|Lisa Witt|Legends at Whitney Town Center- The|100 Clear Spring Trail"|Legends at Whitney Town Center- The|100 Clear Spring Trail|||NY|14450
"LeRoy Physical Therapy|Lisa Witt|LeRoy Physical Therapy|3 West Ave"|LeRoy Physical Therapy|3 West Ave|||NY|14482
"Lewis County General Hospital|John Coyle|Lewis County General Hospital|7785 N. State St."|Lewis County General Hospital|7785 N. State St.|||NY|13367
"LIBBY, MARGARET, MD|Ted Ruff|LIBBY, MARGARET, MD|1382 QUAKER ROAD, STE 107"|LIBBY, MARGARET, MD|1382 QUAKER ROAD, STE 107|||NY|14012
"Liberty Health Supply Inc|Lisa Witt|Liberty Health Supply Inc|1099 Jay St - Ste E"|Liberty Health Supply Inc|1099 Jay St - Ste E|||NY|14611
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance Sweden Senior Center|100 Horizon Park Drive"|Lifetime Assistance Sweden Senior Center|100 Horizon Park Drive|||NY|14420
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance Horizon Park Day Hab|100 Horizon Park"|Lifetime Assistance Horizon Park Day Hab|100 Horizon Park|||NY|14420
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance Vantage Point Day Hab|400 Airpark Dr Ste 50-60"|Lifetime Assistance Vantage Point Day Hab|400 Airpark Dr Ste 50-60|||NY|14624
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance - Canal Landing Day Hab|906 Elmgrove Rd - Ste 1"|Lifetime Assistance - Canal Landing Day Hab|906 Elmgrove Rd - Ste 1|||NY|14624
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance - Greece Day Hab|707 Weiland Rd"|Lifetime Assistance - Greece Day Hab|707 Weiland Rd|||NY|14626
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance|3315 Chili Ave"|Lifetime Assistance|3315 Chili Ave|||NY|14624
"Lifetime Assistance Inc|Ted Ruff|Lifetime Assistance - Elmgrove Crossing Day Hab|906 Elmgrove Rd."|Lifetime Assistance - Elmgrove Crossing Day Hab|906 Elmgrove Rd.|||NY|14624
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Winton Road|3111 Winton Rd S"|Lifetime Health (Sibley Nursing) - Winton Road|3111 Winton Rd S|||NY|14623
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Rhoads Drive|12 Rhoads Dr"|Lifetime Health (Sibley Nursing) - Rhoads Drive|12 Rhoads Dr|||NY|13502
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care Home Health And Hospice - Main Street|18 Main St"|Lifetime Care Home Health And Hospice - Main Street|18 Main St|||NY|14837
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care Home Health And Hospice - West Miller Street|800 W Miller St, Unit 6"|Lifetime Care Home Health And Hospice - West Miller Street|800 W Miller St, Unit 6|||NY|14513
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care Home Health & Hospice|3111 Winton Rd S"|Lifetime Care Home Health & Hospice|3111 Winton Rd S|||NY|14623
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health - Hildebrant Sibley Nursing|2652 Ridgeway Ave"|Lifetime Health - Hildebrant Sibley Nursing|2652 Ridgeway Ave|||NY|14626
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care Home Health And Hospice - North Main Street|282 North St"|Lifetime Care Home Health And Hospice - North Main Street|282 North St|||NY|13021
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care (Home Care Plus)|21107 Coffeen St"|Lifetime Care (Home Care Plus)|21107 Coffeen St|||NY|13601
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Pre-Emption Road|590 Pre-emption Rd"|Lifetime Health (Sibley Nursing) - Pre-Emption Road|590 Pre-emption Rd|||NY|14456
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - N Brewerton Road|3711 N Brewerton Rd - Ste 6"|Lifetime Health (Sibley Nursing) - N Brewerton Road|3711 N Brewerton Rd - Ste 6|||NY|13212
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Coffeen Street|21107 Coffeen St"|Lifetime Health (Sibley Nursing) - Coffeen Street|21107 Coffeen St|||NY|13601
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Easterly Ave|2 Easterly Ave - Ste 1A"|Lifetime Health (Sibley Nursing) - Easterly Ave|2 Easterly Ave - Ste 1A|||NY|13021
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Walden Ave|2560 Walden Ave - Ste 101"|Lifetime Health (Sibley Nursing) - Walden Ave|2560 Walden Ave - Ste 101|||NY|14225
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Health (Sibley Nursing) - Tioga Ave|88 Tioga Ave - Ste 101"|Lifetime Health (Sibley Nursing) - Tioga Ave|88 Tioga Ave - Ste 101|||NY|14830
"Lifetime Care Home Health & Hospice|Ted Ruff|Lifetime Care Pharmacy LLC|2975 Brighton-Henrietta Tl Rd - STE 230"|Lifetime Care Pharmacy LLC|2975 Brighton-Henrietta Tl Rd - STE 230|||NY|14623
"Lifetime Health|Ted Ruff|Lifetime Health - Artemis Health Center|2561 Lac De Ville Blvd, Ste 200"|Lifetime Health - Artemis Health Center|2561 Lac De Ville Blvd, Ste 200|||NY|14618
"Lifetime Health|Ted Ruff|Lifetime Care (Lakeville)|3513 Thomas Dr - Ste 6"|Lifetime Care (Lakeville)|3513 Thomas Dr - Ste 6|||NY|14480
"Lifetime Health|Ted Ruff|Lifetime Benefit Solutions - Fairport|30 Perinton Hills Mall"|Lifetime Benefit Solutions - Fairport|30 Perinton Hills Mall|||NY|14450
"Lifetime Health|Ted Ruff|Lifetime Benefit Solutions - Albany|80 Wolf Rd"|Lifetime Benefit Solutions - Albany|80 Wolf Rd|||NY|12205
"Lifetime Health|Ted Ruff|Lifetime Benefit Solutions - Liverpool|115 Continuum Dr"|Lifetime Benefit Solutions - Liverpool|115 Continuum Dr|||NY|13088
"Lifetime Health|Ted Ruff|Lifetime Benefit Solutions - Buffalo|205 Park Club Lane"|Lifetime Benefit Solutions - Buffalo|205 Park Club Lane|||NY|14221
"Lifetime Health|Ted Ruff|Lifetime Benefit Solutions - Rochester|70 Metro Park"|Lifetime Benefit Solutions - Rochester|70 Metro Park|||NY|14623
"Lifetime Health|Ted Ruff|Support Services Alliance|165 Main St"|Support Services Alliance|165 Main St|||NY|13421
"Lifetime Health|Ted Ruff|Support Services Alliance - Cobleskill|2451 State Route 7, Ste 1"|Support Services Alliance - Cobleskill|2451 State Route 7, Ste 1|||NY|12043
"Lifetime Health|Ted Ruff|Excellus BCBS Techniplex|300 Main St"|Excellus BCBS Techniplex|300 Main St|||NY|14445
"Lifetime Health|Ted Ruff|Excellus Health Plan, Inc|165 Court St"|Excellus Health Plan, Inc|165 Court St|||NY|14647
"Lifetime Health|Ted Ruff|Lifetime Health|"|Lifetime Health|||||
"Lifetime Health|Ted Ruff|Excellus Blue Cross Blue Shield|165 Court St"|Excellus Blue Cross Blue Shield|165 Court St|||NY|14647
"LIFETIME HEALTH - ARTEMIS HEALTH CENTER|John Coyle|LIFETIME HEALTH - ARTEMIS HEALTH CENTER|2561 LAC DE VILLE BLVD"|LIFETIME HEALTH - ARTEMIS HEALTH CENTER|2561 LAC DE VILLE BLVD|||NY|14618
"LITTLE FALLS HOSPITAL|Migration User|LITTLE FALLS HOSPITAL|140 BURWELL ST"|LITTLE FALLS HOSPITAL|140 BURWELL ST|||NY|13365
"Little Flower Children & Family Services - N Wading River Road|Lisa Witt|Little Flower Children & Family Services - N Wading River Road|2450 N Wading River Rd"|Little Flower Children & Family Services - N Wading River Road|2450 N Wading River Rd|||NY|11792
"Little Flower Children & Family Services - N Wading River Road|Lisa Witt|Little Flower Children & Family Services - Joralemon Street|186 Joralemon St"|Little Flower Children & Family Services - Joralemon Street|186 Joralemon St|||NY|11201
"Little Flower Children & Family Services - N Wading River Road|Lisa Witt|Little Flower Children & Family Services - 162nd Street|8912 162nd St"|Little Flower Children & Family Services - 162nd Street|8912 162nd St|||NY|11432
"Livingston County Center for Nursing and Rehab|Lisa Witt|Livingston County Center for Nursing and Rehab|11 Murray Hill Dr"|Livingston County Center for Nursing and Rehab|11 Murray Hill Dr|||NY|14510
"Lockport Rehab and Health Care Center|Ted Ruff|Lockport Rehab and Health Care Center|909 Lincoln Ave"|Lockport Rehab and Health Care Center|909 Lincoln Ave|||NY|14094
"Longview - An Ithaca Care Community|Lisa Witt|Longview - An Ithaca Care Community|1 Bella Vista Dr"|Longview - An Ithaca Care Community|1 Bella Vista Dr|||NY|14850
"Loyola Recovery Foundation|Lisa Witt|Loyola - Bath VA Hospital|76 Veterans Ave - Bldg 76 6th Floor"|Loyola - Bath VA Hospital|76 Veterans Ave - Bldg 76 6th Floor|||NY|14810
"Loyola Recovery Foundation|Lisa Witt|Loyola Recovery Foundation|1159 Pittsford-Victor Rd - Ste G"|Loyola Recovery Foundation|1159 Pittsford-Victor Rd - Ste G|||NY|14534
"Loyola Recovery Foundation|Lisa Witt|Loyola Recovery Foundation Inpatient Rehab Unit|411 Canisteo Street"|Loyola Recovery Foundation Inpatient Rehab Unit|411 Canisteo Street|||NY|14843
"Lutheran Home and Rehabilitation Center|Ted Ruff|Gustavus Adolphus Child & Family Services|210 Gustavus Ave"|Gustavus Adolphus Child & Family Services|210 Gustavus Ave|||NY|14701
"Lutheran Home and Rehabilitation Center|Ted Ruff|Lutheran Home and Rehabilitation Center|715 Falconer St"|Lutheran Home and Rehabilitation Center|715 Falconer St|||NY|14701
"Lutheran Home and Rehabilitation Center|Ted Ruff|Gustavus Adolphus Learning Center|200 Gustavus Ave"|Gustavus Adolphus Learning Center|200 Gustavus Ave|||NY|14701
"Lutheran Home and Rehabilitation Center|Ted Ruff|Lutheran Senior Housing|737 Falconer St"|Lutheran Senior Housing|737 Falconer St|||NY|14701
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Elmwood|1000 Elmwood Ave Ste 800"|Grace Community Services--Elmwood|1000 Elmwood Ave Ste 800|||NY|14620
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Jackson Road|1819 JACKSON ROAD"|Grace Community Services--Jackson Road|1819 JACKSON ROAD|||NY|14526
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Knickerbocker|65 Knickerbocker Rd"|Grace Community Services--Knickerbocker|65 Knickerbocker Rd|||NY|14534
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Hibiscus|305 Hibiscus Dr"|Grace Community Services--Hibiscus|305 Hibiscus Dr|||NY|14618
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Westfall Road|1930 Westfall Rd"|Grace Community Services--Westfall Road|1930 Westfall Rd|||NY|14618
"Lutheran Home and Rehabilitation Center|Ted Ruff|Grace Community Services--Daniel Drive|95 Daniel Dr"|Grace Community Services--Daniel Drive|95 Daniel Dr|||NY|14580
"MADDI, JOSEPH, MD|Ted Ruff|MADDI, JOSEPH, MD|4225 MAPLE ROAD"|MADDI, JOSEPH, MD|4225 MAPLE ROAD|||NY|14226
"Madison Nursing Home|Lisa Witt|Madison Nursing Home|11214 Corona Ave"|Madison Nursing Home|11214 Corona Ave|||NY|11368
"Madison York @ Woodhaven|Lisa Witt|Madison York @ Woodhaven|6180 Woodlawn Blvd"|Madison York @ Woodhaven|6180 Woodlawn Blvd|||NY|11374
"Madonna Manor|Jeanie Smith|Madonna Manor|2344 Amsterdam Road"|Madonna Manor|2344 Amsterdam Road|||KY|41017
"Majestic Gardens at Memphis Rehab and Nursing|Lisa Witt|Majestic Gardens at Memphis Rehab and Nursing|131 Tucker Street"|Majestic Gardens at Memphis Rehab and Nursing|131 Tucker Street|||TN|38104
